zip,lat,lng,population,density
30176,33.76972,-85.30398,7341,34.1
30177,34.40705,-84.37401,710,75.6
30178,34.09709,-84.97051,4202,27.5
30179,33.78088,-85.01961,18951,99.8
30180,33.72018,-84.91956,41434,206.7
30182,33.65603,-85.24628,3566,39.2
30183,34.33854,-84.59762,6320,38.8
30184,34.26042,-84.71603,7294,37.0
30185,33.51975,-84.90879,4152,25.7
30187,33.65736,-84.85454,8130,99.8
30188,34.11873,-84.45526,65980,583.2
30189,34.12835,-84.57148,41586,835.2
30204,33.05844,-84.12343,13425,41.4
30205,33.26911,-84.46634,3214,33.8
30206,33.09671,-84.46303,3292,25.7
30213,33.59113,-84.6333,48541,301.6
30214,33.49222,-84.48697,32003,234.6
30215,33.3888,-84.45709,39233,213.8
30216,33.23951,-83.88162,3022,29.5
30217,33.28671,-85.13309,9702,14.8
30218,33.12706,-84.58093,1721,10.1
30220,33.22849,-84.82463,5198,39.4
30222,33.04113,-84.74294,4219,10.8
30223,33.28635,-84.28012,37136,132.8
30224,33.20411,-84.23587,29472,168.2
30228,33.40374,-84.30575,51485,271.8
30229,33.22791,-84.57033,42,538.3
30230,33.16699,-84.92071,9022,24.9
30233,33.29492,-83.97501,25404,66.3
30234,33.33001,-84.02617,1920,72.6
30236,33.52157,-84.32405,51784,617.3
30238,33.4949,-84.38181,43050,960.7
30240,33.03757,-85.12222,31670,87.6
30241,33.02115,-84.95285,24890,85.5
30248,33.34975,-84.10838,33837,184.8
30250,33.43473,-84.30603,606,8094.1
30251,33.18871,-84.69983,2262,24.0
30252,33.47206,-84.06416,48902,200.7
30253,33.45028,-84.18579,64108,528.1
30256,33.01654,-84.31515,3007,32.6
30257,33.14218,-84.18606,3800,34.9
30258,32.99278,-84.47024,2451,17.5
30259,33.26522,-84.74073,3988,44.9
30260,33.5862,-84.33046,27784,984.1
30263,33.38852,-84.85911,60906,118.7
30265,33.41649,-84.70749,38247,335.6
30268,33.54357,-84.72262,10714,59.8
30269,33.39375,-84.56974,39990,589.9
30272,33.62313,-84.50175,0,0.0
30273,33.58365,-84.27208,19111,1033.0
30274,33.55583,-84.40091,33929,1282.9
30275,33.43066,-84.86798,233,2848.7
30276,33.26552,-84.582,19316,77.6
30277,33.37962,-84.64767,22558,191.1
30281,33.56338,-84.1961,70838,394.8
30284,33.34032,-84.28858,6,98.4
30285,32.98647,-84.25255,803,19.3
30286,32.88078,-84.33334,24616,47.7
30288,33.65502,-84.32813,7352,408.3
30289,33.32358,-84.63368,13,41.2
30290,33.47675,-84.58804,9083,196.4
30291,33.57569,-84.5408,25013,896.1
30292,33.17207,-84.39438,6092,40.6
30293,32.97581,-84.59612,2178,11.1
30294,33.6371,-84.26289,43076,507.9
30295,33.09319,-84.31819,5424,44.1
30296,33.56351,-84.44254,27774,1027.1
30297,33.61511,-84.37145,28892,1018.4
30303,33.75284,-84.39028,6474,2411.0
30305,33.83518,-84.38931,27420,1629.8
30306,33.78867,-84.35136,24274,2053.4
30307,33.77053,-84.33419,21680,1841.5
30308,33.77094,-84.37773,23329,5638.0
30309,33.798,-84.38774,30413,3548.9
30310,33.72695,-84.42726,25334,1138.7
30311,33.72345,-84.47442,34036,1055.0
30312,33.74463,-84.37577,27147,3165.9
30313,33.76369,-84.39761,10845,3565.1
30314,33.75787,-84.43193,23594,1997.0
30315,33.70312,-84.38272,35221,1185.7
30316,33.71277,-84.33218,35040,1037.3
30317,33.74913,-84.31537,14798,1614.6
30318,33.79235,-84.44831,58651,1115.0
30319,33.87875,-84.33596,45382,1698.4
30322,33.7948,-84.32539,2422,1989.1
30324,33.8196,-84.3572,28602,2091.7
30326,33.84957,-84.36342,8497,4352.4
30327,33.86708,-84.42358,23307,515.1
30328,33.93194,-84.38617,38821,1176.3
30329,33.82625,-84.32282,27022,1903.3
30331,33.70627,-84.54439,63418,649.1
30332,33.77757,-84.40429,2725,11713.1
30334,33.74855,-84.38804,0,0.0
30336,33.73718,-84.56768,536,20.3
30337,33.64019,-84.44962,11171,352.6
30338,33.9437,-84.31801,39042,1529.6
30339,33.86786,-84.46483,34872,1363.9
30340,33.89808,-84.25113,30646,1434.6
30341,33.88711,-84.28992,34812,1344.5
30342,33.88227,-84.37429,33774,1454.7
30344,33.67508,-84.46029,35486,1127.7
30345,33.85082,-84.28317,24576,1341.4
30346,33.92425,-84.33881,4935,1887.5
30349,33.62346,-84.52591,78597,661.4
30350,33.97881,-84.33366,35809,1096.8
30354,33.66058,-84.38609,15487,558.1
30360,33.93198,-84.27302,16428,1037.7
30363,33.79147,-84.39887,3762,5881.6
30401,32.604,-82.34825,14232,21.1
30410,32.18655,-82.51767,1699,11.1
30411,32.1254,-82.79362,4905,14.6
30412,32.07973,-82.48643,81,11.1
30413,32.88467,-82.51393,1379,4.1
30414,32.15618,-81.98522,57,65.8
30415,32.32773,-81.6008,5865,14.2
30417,32.16953,-81.91978,11167,25.2
30420,32.30363,-82.12958,1521,8.8
30421,32.18401,-82.11096,3259,12.6
30423,32.14601,-81.82301,64,31.9
30425,32.64732,-82.02337,1428,7.0
30426,33.03546,-81.65159,739,2.5
30427,31.92271,-81.96622,11892,19.9
30428,32.21706,-82.71436,2941,7.2
30429,32.15897,-81.93714,135,235.9
30434,33.02867,-82.3727,4893,9.3
30436,32.1494,-82.29026,11547,15.8
30439,32.4169,-82.07112,10583,19.7
30441,32.81467,-82.23682,1942,4.4
30442,32.81677,-81.97549,8484,9.3
30445,32.16715,-82.58413,3360,15.5
30446,32.5599,-81.46734,1981,14.0
30448,32.48754,-82.36444,18,3.0
30449,32.52254,-81.52987,26,33.6
30450,32.55964,-81.93322,2337,16.0
30451,32.39325,-81.95622,41,65.3
30452,32.31706,-81.89417,1466,9.8
30453,32.01926,-82.11899,9070,27.4
30454,32.43857,-82.73421,458,4.7
30455,32.70111,-81.80652,772,5.8
30456,32.98137,-81.79246,1851,10.0
30457,32.39852,-82.56498,5440,12.1
30458,32.39732,-81.82694,48191,130.8
30460,32.42718,-81.78272,0,0.0
30461,32.5072,-81.71941,17512,41.5
30464,32.43509,-82.22186,142,66.9
30467,32.75114,-81.60468,11606,8.5
30470,32.33018,-82.51818,1038,9.8
30471,32.53816,-82.18563,4446,11.5
30473,32.01613,-82.47198,2384,11.3
30474,32.22393,-82.41381,17125,51.6
30477,32.86279,-82.3979,2700,14.3
30501,34.31844,-83.81636,31305,552.9
30504,34.26639,-83.88751,29104,619.2
30506,34.34918,-83.89486,44964,172.8
30507,34.26082,-83.76622,31374,171.2
30510,34.44194,-83.58446,8738,76.6
30511,34.45674,-83.47474,3475,41.7
30512,34.85667,-83.97204,24226,42.2
30513,34.82469,-84.31891,11594,30.1
30516,34.37535,-83.03748,1935,36.2
30517,34.13047,-83.7975,18545,258.5
30518,34.132,-84.02578,56309,543.1
30519,34.08792,-83.9423,57648,659.3
30520,34.33833,-83.08661,4617,31.8
30521,34.36202,-83.29355,6176,25.9
30522,34.78351,-84.34233,758,6.3
30523,34.72012,-83.54166,13777,28.9
30525,34.91289,-83.35853,7265,14.2
30527,34.47948,-83.7863,3975,60.4
30528,34.6083,-83.77589,23757,55.2
30529,34.2155,-83.482,12138,92.8
30530,34.22691,-83.38433,7360,35.9
30531,34.51017,-83.59103,11044,113.0
30533,34.57344,-84.01576,27524,43.8
30534,34.43085,-84.1439,33191,60.2
30535,34.58063,-83.57652,8755,114.1
30536,34.65151,-84.35223,9676,24.2
30537,34.97855,-83.32975,1278,26.3
30538,34.5035,-83.26888,3204,45.5
30539,34.68061,-84.47016,101,119.8
30540,34.72313,-84.54421,20145,39.6
30541,34.91164,-84.53482,2127,11.1
30542,34.17846,-83.90915,38300,348.4
30543,34.29781,-83.64971,5685,57.2
30545,34.74208,-83.75813,841,7.0
30546,34.90673,-83.71016,8044,23.9
30547,34.35737,-83.46095,3087,21.9
30548,34.09311,-83.7646,24602,235.0
30549,34.10731,-83.57684,30643,112.1
30552,34.76965,-83.44575,1834,12.7
30553,34.44473,-83.08771,8454,55.1
30554,34.40093,-83.65926,9167,49.5
30555,34.97216,-84.42459,2633,88.9
30557,34.48143,-83.18484,4905,32.6
30558,34.2683,-83.56787,5562,35.0
30559,34.95233,-84.26612,4885,37.5
30560,34.87785,-84.19528,4194,22.7
30562,34.91937,-83.38177,791,258.9
30563,34.5596,-83.46283,6140,61.0
30564,34.47251,-83.8826,4815,58.3
30565,34.08802,-83.41203,4703,53.9
30566,34.23747,-83.89477,9168,440.0
30567,34.18326,-83.6814,5169,68.8
30568,34.95348,-83.41218,2227,28.1
30571,34.71219,-83.68322,3984,35.2
30572,34.73539,-84.07364,1006,3.6
30573,34.74242,-83.39986,140,27.1
30575,34.20353,-83.71556,1816,63.2
30576,34.82682,-83.44539,3142,30.4
30577,34.55549,-83.32632,22683,55.7
30581,34.80195,-83.42405,109,148.7
30582,34.9494,-83.89869,5154,38.4
30597,34.52762,-83.98462,1234,3475.1
30598,34.59663,-83.35411,69,451.8
30601,34.00032,-83.34851,24288,401.2
30602,33.94252,-83.37256,1432,920.8
30605,33.90551,-83.32405,41788,422.3
30606,33.93873,-83.43305,48156,605.6
30607,34.01895,-83.44774,11220,116.5
30609,33.93289,-83.37223,3446,3534.8
30619,33.85752,-83.2403,1585,23.3
30620,33.92917,-83.75958,16564,288.1
30621,33.80194,-83.4791,6316,53.8
30622,33.92041,-83.53076,11154,116.4
30623,33.73113,-83.51592,153,60.5
30624,34.18097,-83.03885,4039,34.1
30625,33.52128,-83.34211,2576,21.0
30627,33.98264,-82.96265,2304,7.5
30628,34.03115,-83.21364,7261,57.7
30629,34.07779,-83.11625,5008,26.0
30630,33.89894,-83.14366,2592,22.8
30631,33.56553,-82.87034,1927,4.1
30633,34.17896,-83.24612,8706,33.8
30634,34.20307,-82.94522,2072,16.4
30635,34.10346,-82.80145,15107,20.8
30639,34.28283,-83.15232,42,372.0
30641,33.77872,-83.56456,1568,18.3
30642,33.5446,-83.1832,14884,31.2
30643,34.36464,-82.91143,16520,55.6
30646,34.08011,-83.31254,8161,86.6
30648,33.87577,-83.03319,3351,14.1
30650,33.5907,-83.46693,13398,22.5
30655,33.78214,-83.69072,28349,131.9
30656,33.86302,-83.71903,17798,96.1
30660,33.78237,-82.94369,1023,4.0
30662,34.26383,-83.14624,8088,37.5
30663,33.61572,-83.60357,3507,26.9
30664,33.55786,-82.79904,11,17.1
30665,33.53707,-83.07475,126,167.8
30666,33.95891,-83.58266,10579,114.7
30667,33.78526,-83.16634,863,4.8
30668,33.90835,-82.69486,2336,6.2
30669,33.67159,-83.11187,3071,8.1
30673,33.72716,-82.71594,6185,8.7
30677,33.7929,-83.38186,21471,67.8
30678,33.44626,-83.07598,1555,8.4
30680,33.99725,-83.69743,47433,192.9
30683,33.94703,-83.25775,7826,78.0
30701,34.49535,-84.95385,43078,109.6
30705,34.74711,-84.74929,33078,52.5
30707,34.77943,-85.36028,16847,53.8
30708,34.93985,-84.66754,284,3.1
30710,34.95002,-84.91993,7725,63.8
30711,34.92905,-84.76259,3243,25.5
30720,34.73472,-85.00289,27122,215.3
30721,34.79168,-84.91187,52477,159.8
30724,34.8253,-84.75795,13,79.9
30725,34.92443,-85.35359,5188,121.8
30726,34.97579,-85.13959,0,0.0
30728,34.68015,-85.23417,19023,42.3
30730,34.36017,-85.42172,2104,14.5
30731,34.58317,-85.47894,2450,11.3
30733,34.41574,-85.04349,2598,64.2
30734,34.53361,-84.71346,2960,14.9
30735,34.60183,-84.89375,6910,48.6
30736,34.90244,-85.13306,44134,136.7
30738,34.79534,-85.47846,3110,13.5
30739,34.80345,-85.21515,6854,103.6
30740,34.75407,-85.07786,8159,62.8
30741,34.95168,-85.28213,29236,453.9
30742,34.93566,-85.24482,7749,412.6
30746,34.59214,-85.03285,1419,25.8
30747,34.50179,-85.29407,14720,29.4
30750,34.93681,-85.3882,4500,156.3
30751,34.98212,-84.73743,169,114.8
30752,34.91136,-85.53079,9529,48.6
30753,34.57896,-85.28806,8039,76.0
30755,34.86944,-85.04072,10768,112.9
30756,34.90103,-84.97458,3,23.4
30757,34.94164,-85.4324,1505,28.4
30802,33.60215,-82.31832,6375,18.6
30803,33.13878,-82.55013,1007,7.4
30805,33.28012,-82.19936,2722,26.0
30807,33.45517,-82.64777,221,217.6
30808,33.38234,-82.40237,4302,29.5
30809,33.55522,-82.16357,54105,473.0
30810,33.23247,-82.58849,2312,10.7
30812,33.36731,-82.0291,216,885.0
30813,33.47037,-82.2193,49986,382.9
30814,33.43604,-82.31879,10767,77.7
30815,33.2869,-82.0829,44017,134.2
30816,33.1639,-82.17061,2286,7.8
30817,33.7746,-82.43469,7742,15.6
30818,33.26765,-82.32646,404,5.2
30820,33.22457,-82.71989,866,3.6
30821,33.48502,-82.73121,1192,4.1
30822,32.91866,-81.94439,0,0.0
30823,33.222,-82.45647,1507,8.1
30824,33.51586,-82.51467,17181,34.6
30828,33.37281,-82.65351,3369,9.7
30830,33.08204,-81.9751,15073,15.5
30833,33.18934,-82.36014,4150,22.4
30901,33.43811,-81.95327,16187,354.8
30904,33.47864,-82.01315,23688,833.6
30905,33.4087,-82.15073,7589,161.2
30906,33.34842,-81.97239,61415,273.5
30907,33.52193,-82.08596,47167,755.0
30909,33.47068,-82.08376,44940,680.7
30912,33.47021,-81.98789,0,0.0
31001,31.97595,-83.33979,4323,9.6
31002,32.54802,-82.59012,2679,8.1
31003,32.59688,-83.22299,148,35.4
31004,32.95167,-83.80536,0,0.0
31005,32.54533,-83.59497,20697,345.8
31006,32.58164,-84.25531,4360,9.3
31007,32.18917,-83.93377,930,5.3
31008,32.65479,-83.78287,20882,113.4
31009,32.27636,-83.00564,1142,5.8
31011,32.13315,-83.0556,693,5.0
31012,32.39422,-83.17717,2536,17.8
31014,32.41439,-83.34504,12944,23.9
31015,31.93729,-83.77444,18615,33.6
31016,32.83656,-84.11477,1664,6.2
31017,32.62075,-83.23305,1269,4.9
31018,32.97888,-82.62012,2669,11.2
31019,32.42622,-83.0534,3198,23.1
31020,32.65376,-83.501,1957,5.9
31021,32.49002,-82.93435,27388,45.3
31022,32.51216,-83.10954,1721,12.9
31023,32.18288,-83.1991,14257,19.4
31024,33.32344,-83.36987,21638,25.7
31025,32.33833,-83.73876,1339,7.8
31027,32.57405,-82.81959,10879,26.8
31028,32.63164,-83.68459,6312,831.5
31029,33.03894,-83.92977,18311,29.0
31030,32.56861,-83.89103,17987,39.7
31031,32.87424,-83.32555,7186,22.0
31032,33.01039,-83.57292,13755,33.3
31033,33.07661,-83.43643,2552,14.6
31034,33.05473,-83.22538,33,353.2
31035,32.84601,-82.7062,1150,9.2
31036,32.27055,-83.49597,10726,17.2
31037,32.12056,-82.93245,3327,19.5
31038,33.15554,-83.61644,838,2.9
31039,32.6024,-84.38036,0,0.0
31041,32.37905,-84.1721,887,8.6
31042,32.74421,-83.16964,1546,7.1
31044,32.66857,-83.37612,2702,6.9
31045,33.28484,-82.78933,63,2.8
31046,33.05237,-83.78302,3484,16.2
31047,32.46786,-83.58009,19945,102.3
31049,32.68281,-82.52634,1661,7.0
31050,32.72924,-83.94096,997,19.6
31051,32.14456,-83.87812,135,121.8
31052,32.7743,-83.84664,9308,50.5
31054,32.88214,-83.20723,1241,9.4
31055,31.98248,-82.89046,5871,17.0
31057,32.43319,-83.94324,1544,7.2
31058,32.4911,-84.41273,1851,6.9
31060,31.98333,-83.05673,1868,8.1
31061,33.06041,-83.22816,41194,58.3
31062,33.04336,-83.21563,42,52.8
31063,32.29249,-83.9648,4262,14.7
31064,33.29031,-83.69986,9859,15.5
31065,32.56301,-83.16642,1714,9.7
31066,32.80757,-83.98953,973,6.1
31067,32.85229,-82.96471,232,48.7
31068,32.33226,-84.10704,4757,19.7
31069,32.4406,-83.74373,22085,85.4
31070,32.18801,-83.78669,932,7.2
31071,32.13325,-83.52255,1098,7.5
31072,31.96582,-83.56619,991,5.3
31075,32.35428,-82.95277,2582,19.7
31076,32.54709,-84.10762,2775,8.7
31077,31.93489,-83.17727,871,3.3
31078,32.6987,-84.06456,3430,12.7
31079,31.94104,-83.46303,2731,9.0
31081,32.40824,-84.27725,85,0.9
31082,32.992,-82.89815,10479,17.8
31083,32.04473,-82.81957,217,102.7
31085,33.42557,-83.631,1391,12.1
31087,33.26609,-83.00712,8679,7.6
31088,32.58587,-83.65528,59599,781.7
31089,32.85239,-82.86361,4084,10.0
31090,32.79599,-83.0512,1034,3.4
31091,32.23653,-83.69966,4273,17.9
31092,32.08984,-83.78304,4899,10.1
31093,32.64815,-83.65688,26941,509.4
31094,33.11378,-82.79892,883,3.1
31096,32.71875,-82.70636,7307,15.6
31097,32.89947,-84.15554,1217,8.8
31098,32.61898,-83.57357,2890,63.5
31201,32.81433,-83.61846,7862,324.2
31204,32.84996,-83.67609,32730,866.5
31206,32.79383,-83.6832,25250,365.8
31207,32.82859,-83.64928,1591,3157.9
31210,32.90486,-83.7356,33889,316.5
31211,32.90665,-83.60435,15460,134.7
31213,32.84009,-83.63937,0,0.0
31216,32.72885,-83.67914,16354,110.1
31217,32.84506,-83.50568,16923,60.6
31220,32.87813,-83.8209,16202,129.6
31301,31.7581,-81.60386,4212,92.2
31302,32.12567,-81.34134,8883,81.8
31303,32.49631,-81.30616,2056,9.7
31305,31.39057,-81.39054,5119,32.0
31307,32.17979,-81.3967,1620,132.8
31308,32.1758,-81.48024,8814,40.3
31309,31.88382,-81.44358,508,6.7
31312,32.3211,-81.40126,25286,55.8
31313,31.83534,-81.6183,42034,265.5
31314,31.90628,-81.61671,2036,16.4
31315,31.88768,-81.60598,8319,950.2
31316,31.7183,-81.73457,13421,18.1
31318,32.13575,-81.37566,445,66.2
31320,31.76707,-81.36231,10431,32.6
31321,32.18185,-81.66472,7761,20.9
31322,32.10265,-81.25626,28695,375.8
31323,31.67359,-81.45304,1461,3.6
31324,31.85707,-81.26951,35668,106.1
31326,32.29653,-81.22824,23882,134.5
31327,31.44909,-81.25132,19,0.4
31328,32.01046,-80.89009,3330,139.2
31329,32.4251,-81.34314,9102,38.1
31331,31.5159,-81.42042,5997,8.1
31333,31.76786,-81.62758,120,689.3
31401,32.06831,-81.09252,20562,2326.1
31404,32.05064,-81.05367,30749,865.7
31405,32.0392,-81.17352,39724,491.2
31406,31.97783,-81.08517,34649,510.7
31407,32.18232,-81.19942,22743,259.2
31408,32.11164,-81.18158,11791,215.8
31409,32.0106,-81.15539,536,30.7
31410,32.01821,-80.99215,22867,391.1
31411,31.94002,-81.03511,8977,154.1
31415,32.0802,-81.126,11788,690.6
31419,31.98479,-81.23867,57354,303.8
31421,32.08712,-81.08016,18,4.5
31501,31.22693,-82.34852,13034,419.6
31503,31.17687,-82.40173,23173,26.5
31510,31.54729,-82.43992,9592,16.7
31512,31.54535,-83.01255,2394,11.3
31513,31.77792,-82.34622,15941,18.8
31516,31.30946,-82.2565,15465,37.4
31518,31.51272,-82.18325,822,6.8
31519,31.67641,-82.86946,2952,9.2
31520,31.17745,-81.48729,22743,435.9
31522,31.23595,-81.35528,17603,127.3
31523,31.21113,-81.61519,14921,30.1
31524,31.24098,-81.47449,0,0.0
31525,31.3114,-81.5229,28434,111.7
31527,31.07155,-81.42225,1078,42.7
31532,31.72462,-82.74889,740,6.1
31533,31.55021,-82.8287,17464,101.7
31535,31.45841,-82.86504,12191,50.1
31537,30.89223,-82.12492,9343,6.6
31539,31.82393,-82.60658,14117,19.8
31542,31.1528,-82.12166,2464,11.7
31543,31.34455,-81.82697,4914,11.5
31544,31.83802,-82.95561,482,1.8
31545,31.64867,-81.9405,16057,61.1
31546,31.52521,-81.8113,6931,17.7
31547,30.79096,-81.53443,1478,35.5
31548,30.7953,-81.71043,24034,147.9
31549,31.94503,-82.70922,1811,5.9
31550,31.13924,-82.59575,926,6.1
31551,31.49223,-82.27322,1025,5.8
31552,31.29144,-82.5996,1162,4.4
31553,31.17307,-81.98026,4815,10.0
31554,31.48265,-82.61861,7343,12.6
31555,31.70275,-82.06647,3126,8.4
31556,31.40508,-82.1152,23,80.6
31557,31.3745,-82.09711,3717,12.7
31558,30.80173,-81.51606,22498,121.1
31560,31.50312,-82.02896,2810,9.1
31561,31.20199,-81.3373,94,7.7
31562,30.47778,-82.10755,3398,8.6
31563,31.73653,-82.18288,1376,4.4
31564,31.24872,-82.47093,0,0.0
31565,31.06868,-81.64783,2210,7.2
31566,31.18357,-81.8084,4007,23.7
31567,31.63011,-82.70705,1146,10.5
31568,31.00975,-81.82218,665,2.2
31569,30.90167,-81.68249,4998,25.0
31599,31.56333,-81.90271,1050,863.3
31601,30.74772,-83.33968,31495,76.5
31602,30.86734,-83.34269,35347,342.0
31605,30.93334,-83.23482,24280,192.0
31606,30.7963,-83.18647,3391,29.4
31620,31.11861,-83.43731,11199,34.6
31622,31.37446,-83.2023,1847,5.9
31623,31.07137,-82.644,533,326.4
31624,31.29911,-82.72612,1597,6.5
31625,30.9918,-83.52556,972,6.5
31626,30.77609,-83.80208,3085,8.4
31627,31.03923,-83.39238,280,146.0
31629,30.82051,-83.68809,1183,9.7
31630,30.92354,-82.85667,733,2.0
31631,30.71119,-82.64657,592,1.0
31632,30.9876,-83.36006,15304,52.6
31634,31.02867,-82.7321,5178,9.8
31635,31.103,-83.04317,6978,18.9
31636,30.7337,-83.1096,11184,23.2
31637,31.293,-83.44092,3006,14.1
31638,30.90627,-83.51589,1039,17.0
31639,31.21239,-83.19248,10635,19.4
31641,30.93182,-83.09672,1765,7.7
31642,31.25989,-82.88273,4564,9.0
31643,30.77061,-83.55859,9848,14.5
31645,31.06245,-83.21846,4971,39.3
31647,31.21033,-83.43158,3064,26.3
31648,30.70834,-83.00838,840,16.7
31649,30.94349,-83.00781,940,11.6
31650,31.38327,-83.02761,3458,11.9
31698,30.84749,-83.29051,934,2406.5
31699,30.96666,-83.19237,693,59.5
31701,31.57376,-84.15508,16333,297.8
31704,31.551,-84.05634,177,147.9
31705,31.51169,-84.05333,30866,84.9
31707,31.58736,-84.20689,23322,490.2
31709,32.05071,-84.14011,14966,47.9
31711,32.18766,-84.12258,783,4.1
31712,31.8215,-83.72806,1520,8.7
31714,31.71075,-83.67496,6011,13.7
31716,31.36512,-84.11445,3050,14.8
31719,32.08261,-84.29768,9085,37.1
31720,30.87986,-83.72297,366,30.5
31721,31.5087,-84.30331,19655,34.4
31722,31.05492,-83.61559,576,93.6
31727,31.41778,-83.3874,0,0.0
31730,31.20749,-84.28438,8337,12.4
31733,31.59293,-83.48599,1188,8.5
31735,31.97195,-83.96446,570,11.1
31738,31.01133,-83.87502,2960,18.3
31743,31.90089,-84.00604,359,2.1
31744,31.33709,-83.90646,2742,8.8
31747,31.1753,-83.58736,250,138.8
31749,31.42128,-83.3315,2509,15.3
31750,31.73391,-83.21752,18582,25.6
31753,31.20044,-83.87287,55,2231.9
31756,31.17558,-83.96224,1314,11.8
31757,30.87291,-83.89945,11787,53.8
31763,31.73889,-84.14711,28684,44.7
31764,31.9772,-84.08135,1882,9.6
31765,31.09514,-84.0346,2870,13.4
31768,31.19329,-83.84047,21281,57.7
31771,31.24332,-83.64775,7070,24.2
31772,31.72213,-83.96504,524,3.7
31773,30.97795,-84.04624,4040,18.2
31774,31.56102,-83.27125,5788,13.7
31775,31.33418,-83.60366,2793,24.3
31778,30.9754,-83.70931,2632,9.2
31779,31.10032,-84.19117,8877,25.3
31780,32.02898,-84.39024,1748,7.4
31781,31.56062,-83.79316,2209,31.5
31783,31.76416,-83.4738,1547,6.1
31784,31.25671,-84.0431,601,7.1
31787,31.89994,-84.24947,1321,6.0
31788,31.10891,-83.68099,11071,33.2
31789,31.47858,-83.73257,1504,8.8
31790,31.64823,-83.5693,2648,14.8
31791,31.53383,-83.87833,11312,20.8
31792,30.77079,-84.04238,22504,41.1
31793,31.46104,-83.58386,10276,42.4
31794,31.44418,-83.45151,27185,91.6
31795,31.47611,-83.67633,1637,13.3
31796,31.77351,-83.87659,1088,5.9
31798,31.64117,-83.04333,928,3.9
31801,32.51765,-84.5906,2786,12.5
31803,32.30501,-84.51682,4550,6.2
31804,32.66199,-84.88402,5814,46.7
31805,32.26621,-84.74612,1960,11.2
31806,32.26147,-84.30043,4316,10.4
31807,32.64054,-84.80142,2596,74.5
31808,32.63545,-85.00707,8888,61.8
31810,32.56775,-84.53236,159,3.9
31811,32.74522,-84.93327,5976,17.6
31812,32.63173,-84.42019,518,3.0
31814,32.20531,-84.8614,9,0.2
31815,32.04117,-84.85407,2989,4.6
31816,32.8762,-84.60169,4872,50.1
31820,32.57576,-84.82947,14619,136.7
31821,32.14048,-84.97083,121,0.7
31822,32.86708,-84.91107,5555,18.6
31823,32.80061,-84.81377,524,27.3
31824,32.05687,-84.5229,1181,3.9
31825,32.1081,-84.6693,2733,7.3
31826,32.79526,-84.70292,2285,17.1
31827,32.69821,-84.49847,1930,4.9
31829,32.56681,-84.72787,1653,47.9
31830,32.8951,-84.72689,2404,17.0
31831,32.66486,-84.70701,3709,19.5
31832,31.95501,-84.61709,33,0.4
31833,32.84963,-85.09202,6718,26.6
31836,32.79189,-84.54891,840,3.6
31901,32.46461,-84.97986,6139,539.3
31903,32.41484,-84.95321,19521,755.6
31904,32.55189,-85.00009,34906,489.8
31905,32.37304,-84.84331,15892,67.3
31906,32.46815,-84.94963,20312,1141.8
31907,32.48388,-84.89976,61544,996.4
31909,32.54517,-84.92385,38730,799.7
32003,30.09813,-81.71255,29351,715.5
32008,29.90351,-82.90311,6263,16.1
32009,30.42078,-81.97252,3444,15.2
32011,30.56985,-81.83975,15716,36.0
32013,30.19366,-83.29116,104,3675.4
32024,30.0793,-82.72597,20644,54.8
32025,30.11266,-82.57072,23268,85.9
32033,29.78851,-81.44263,4555,22.4
32034,30.624,-81.49392,39280,233.4
32038,29.93617,-82.69924,10035,36.2
32040,30.24696,-82.23531,8754,27.9
32043,29.92991,-81.74304,33592,56.6
32044,29.85344,-82.16425,2394,52.9
32046,30.70253,-81.91718,11259,22.1
32052,30.48683,-82.94499,8073,10.9
32053,30.56417,-83.1519,3707,13.5
32054,30.0281,-82.39143,12467,22.3
32055,30.27031,-82.62507,16792,35.2
32058,30.07988,-82.10743,4863,26.2
32059,30.38672,-83.27066,2764,9.0
32060,30.27554,-83.04935,22085,21.6
32061,30.08311,-82.51666,62,1.5
32062,30.13276,-82.9754,2202,12.8
32063,30.27045,-82.11974,14546,76.6
32064,30.28907,-83.02375,7661,318.4
32065,30.15613,-81.81762,40366,786.8
32066,30.04423,-83.22495,6881,9.5
32068,30.08218,-81.88245,58196,194.5
32071,30.04097,-82.945,3550,13.2
32073,30.16766,-81.74069,42825,982.0
32079,29.97814,-81.80563,376,321.0
32080,29.82453,-81.27412,21368,524.6
32081,30.12143,-81.42089,27365,299.6
32082,30.12488,-81.36577,28964,335.2
32083,30.09074,-82.23222,2627,25.7
32084,29.91412,-81.36417,36998,316.6
32086,29.75656,-81.30282,34347,201.7
32087,30.36999,-82.29741,4718,11.4
32091,29.93205,-82.11324,16062,40.8
32092,29.92849,-81.52209,48288,150.3
32094,30.19797,-82.82767,3929,27.0
32095,30.01693,-81.40927,18927,127.3
32096,30.43678,-82.7011,2977,6.7
32097,30.65851,-81.64478,24880,77.0
32102,29.1359,-81.52544,2401,14.8
32110,29.44456,-81.36131,9877,12.9
32112,29.42664,-81.55649,8099,60.8
32113,29.39836,-82.08127,5382,24.3
32114,29.19312,-81.04915,36984,892.6
32117,29.23351,-81.06727,29831,960.2
32118,29.21035,-81.00425,18075,1645.8
32119,29.16001,-81.02707,22562,1113.4
32124,29.15802,-81.15732,9592,60.3
32127,29.10866,-80.97907,28430,737.9
32128,29.09773,-81.07467,22366,258.5
32129,29.13721,-81.02381,23356,1199.2
32130,29.15704,-81.34501,5672,23.2
